armiger,image_url,blazon,artist,date_granted
Kiihtelysvaara,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Kiihtelysvaara.vaakuna.svg/120px-Kiihtelysvaara.vaakuna.svg.png,Mustassa kentässä neljä hopeista oravannahkaa vieretysten.,Ahti Hammar,10. huhtikuuta 1962
Kiikala,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kiikala.vaakuna.svg/75px-Kiikala.vaakuna.svg.png,Punaisessa kentässä kultainen nauris.,Ahti Hammar,4. tammikuuta 1960
Kiikka,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Kiikka.vaakuna.svg/75px-Kiikka.vaakuna.svg.png,Sinisessä kentässä kultainen rukki.,T. Takala jaGustaf von Numers,26. kesäkuuta 1961
Kiikoinen,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Kiikoinen.vaakuna.svg/75px-Kiikoinen.vaakuna.svg.png,"Kultakentässä nouseva, musta, punakielinen pukki, jonka kaulassa hihnastaan riippuva, hopeinen tuohikontti.",Gustaf von Numers,3. toukokuuta 1954
Kiiminki,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Kiiminki.vaakuna.svg/75px-Kiiminki.vaakuna.svg.png,Vihreässä kentässä kolme hopeateräistä ja kultakahvaista vuolinrautaa asetettuina 2 + 1.,Olof Erikssonja professoriOskari Jauhiainen,1. lokakuuta 1968
Kisko,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Kisko.vaakuna.svg/75px-Kisko.vaakuna.svg.png,"Vihreässä kentässä kaksi vuorihakkua ristikkäin, niiden alapuolella apilakoroinen tyviö; kaikki hopeaa.",Ahti Hammar,5. elokuuta 1952
Kiukainen,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Kiukainen.vaakuna.svg/120px-Kiukainen.vaakuna.svg.png,"Alaisen nyhäisen harjakoron jakaman kilven sinisessä yläkentässä kaksi paaluittaista kultatähkää, kultaisessa alakentässä sininen, aaltokoroinen hirsi.",Gustaf von Numers,26. syyskuuta 1950
Kodisjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Kodisjoki.vaakuna.svg/75px-Kodisjoki.vaakuna.svg.png,Punaisessa kentässä kolme kultaista härän iestä alatusten.,Gustaf von Numers,1. huhtikuuta 1964
Koivulahti,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Koivulahti.vaakuna.svg/75px-Koivulahti.vaakuna.svg.png,"Sinisessä kentässä lilja, saatteena lakioittain kaksi kuusisakaraista tähteä; kaikki kultaa.",Gustaf von Numers,8. maaliskuuta 1955
Konginkangas,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Konginkangas.vaakuna.svg/75px-Konginkangas.vaakuna.svg.png,"Hopeakentässä vihreä hirsi, jossa kultainen vene.",Olof Eriksson,25. marraskuuta 1960
Korpilahti,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Korpilahti.vaakuna.svg/120px-Korpilahti.vaakuna.svg.png,"Kultaisessa kilvessä musta, aaltokoroinen vastapalkki, jossa alatusten kolme lentävää hopeista, punavaruksista joutsenta.",Helmer Selin,10. syyskuuta 1958
Korppoo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Korppoo.vaakuna.svg/75px-Korppoo.vaakuna.svg.png,Kultakentässä musta kruunupää korppi siivet koholla; kruunu ja kieli punaiset.,Gustaf von Numers,27. joulukuuta 1956
Kortesjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Kortesjarvi.vaakuna.svg/75px-Kortesjarvi.vaakuna.svg.png,"Hopeakentässä tyviö, jonka yläpuolella Mantovan risti (jääkäriristi); molemmat vihreitä.",Ahti Hammar,12. toukokuuta 1958
Koskenpää,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Koskenp%C3%A4%C3%A4.vaakuna.svg/75px-Koskenp%C3%A4%C3%A4.vaakuna.svg.png,Puna-hopeakatkoisessa kilvessä reunuksittain vuorovärinen ketju ja yläkentässä hopeinen vesipyörän yläpuolisko.,Gustaf von Numers,16. toukokuuta 1962
Kotka,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Kotka_vaakuna_1881.jpg/75px-Kotka_vaakuna_1881.jpg,"Halkoisen kilven yläkenttä on sininen, alakenttä hopeanvärinen. Kilven keskiosassa luonnonvärinen kivi. Kiven päällä kullanvärinen kotka. Alakentässä ankkuri ja Merkuriuksen sauva vinoon ristissä, molemmat sinisiä.",,14. toukokuuta 1881
Kouvola,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Kouvola.vaakuna.svg/75px-Kouvola.vaakuna.svg.png,"Mustassa kentässä hopeinen vinoristi, jossa kaksi punalehtistä avainta ristissä.",Gustaf von Numers,1. helmikuuta 1952
Kruunupyy,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Kruunupyy.vaakuna.1955.svg/75px-Kruunupyy.vaakuna.1955.svg.png,"Kultakentässä punainen hirsi, jossa kultakruunu.",Gustaf von Numers,15. helmikuuta 1955
Kuhmalahti,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Kuhmalahti.vaakuna.svg/120px-Kuhmalahti.vaakuna.svg.png,"Punaisessa kentässä hopeinen kumokärki, jossa on punainen liekki.",Gustaf von Numers,26. kesäkuuta 1961
Kuivaniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Kuivaniemi.vaakuna.svg/75px-Kuivaniemi.vaakuna.svg.png,"Hopeakentässä aaltokoroinen vasen pieli ja hylje, molemmat sinisiä.",Kaj Kajander,4. syyskuuta 1967
Kullaa,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Kullaa.vaakuna.svg/75px-Kullaa.vaakuna.svg.png,"Hopeisessa kentässä punainen, peittämätön pystyyn ladottu sysimiilu, sen yläpuolella painanteisen pilvikoron rajoittama musta yliskenttä (lakio), jossa raudanmerkki ja sen kummallakin puolella kuusisakarainen tähti; kaikki hopeaa.",Gustaf von Numers,26. syyskuuta 1950
Kuopion maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Kuopion_mlk.vaakuna.svg/75px-Kuopion_mlk.vaakuna.svg.png,Mustassa kentässä kolme kultaista jännittämätöntä käsijousta alakkain.,Olof Eriksson,10. syyskuuta 1953
Kuorevesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Kuorevesi.vaakuna.svg/75px-Kuorevesi.vaakuna.svg.png,"Punaisessa kentässä kruunattu kirkonkello, saatteena sen molemmin puolin kolme rahaa paaluittain järjestettyinä; kaikki kultaa.",Olof Eriksson,23. helmikuuta 1952
Kurikka,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Kurikka.vaakuna.svg/120px-Kurikka.vaakuna.svg.png,"Hopea-sinikatkoisen kilven yläkentässä sininen hirvenpää, jonka kieli ja hampaat punaiset; alakentässä kaksi hopeista piikkinuijaa ristikkäin.",Ahti Hammar,14. syyskuuta 1951
Kuru,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Kuru.vaakuna.svg/75px-Kuru.vaakuna.svg.png,Sinisessä kentässä hopeinen kumokärki.,Kimmo Kara,8. kesäkuuta 1956
Kuusankoski,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Kuusankoski.vaakuna.svg/75px-Kuusankoski.vaakuna.svg.png,"Punaisessa kentässä on hopeinen kuusi, jossa kolme kultakäpyä asetettuina 1 + 2.",Olof Eriksson,11. helmikuuta 1952
Kuusjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Kuusjoki.vaakuna.svg/120px-Kuusjoki.vaakuna.svg.png,"Kultaisessa kentässä vihreä palkki, jonka yläreuna havu- ja alareuna aaltokoroinen.",Ahti Hammar,20. marraskuuta 1964
Kylmäkoski,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Kylm%C3%A4koski.vaakuna.svg/120px-Kylm%C3%A4koski.vaakuna.svg.png,Aaltokoroisesti katkoinen hopea-punainen kilpi; punaisessa alakentässä hopeinen lumikide.,Kaj Kajanderja Heikki Lauhkonen,5. lokakuuta 1965
Kymi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Kymi.vaakuna.svg/75px-Kymi.vaakuna.svg.png,"Mustassa kentässä pystyssä hyppäävä hopeinen lohi, sen yläpuolella kultakruunu.",Ahti Hammar,30. toukokuuta 1952
Kälviä,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/K%C3%A4lvi%C3%A4.vaakuna.svg/75px-K%C3%A4lvi%C3%A4.vaakuna.svg.png,"Sinisessä kentässä kolme hopeista, nousevaa osmankäämiä, emitähkät kultaa.",Gustaf von Numers,16. toukokuuta 1962
Köyliö,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/K%C3%B6yli%C3%B6.vaakuna.svg/75px-K%C3%B6yli%C3%B6.vaakuna.svg.png,"Sinisessä kentässä punainen, kultapäärmeinen piispanhiippa, alapuolella aaltokoroinen kultatyviö, jossa sininen kirves.",Into Linturija Yrjö Rintala,26. syyskuuta 1950
Lammi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Lammi.vaakuna.svg/75px-Lammi.vaakuna.svg.png,"Punaisessa kentässä hopeisen kolmiovuoren yläpuolella viisilehtinen, hopeinen, kultaemiöinen pellavankukka.",Taimi Nyberg,19. helmikuuta 1958
Lappee,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Lappee.vaakuna.svg/75px-Lappee.vaakuna.svg.png,Puna-mustahalkoisessa kilvessä oikealle katsova P. Laurentius pitäen oikeassa kädessään kohotettuna halstaria ja vasemmassa kultarahoja; kaikki muu hopeaa.,Olof Eriksson,4. helmikuuta 1953
Lappi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Lappi.vaakuna.svg/120px-Lappi.vaakuna.svg.png,"Sinisessä kentässä ristissä kaksi hopeista, kultavartista piilua, joiden alakulmassa saatteena hopeinen, kaateinen kuokanterä, näiden yläpuolella kultainen lakio, jossa kolme sinistä, kultaemiöistä pellavankukkaa.",Gustaf von Numers,3. maaliskuuta 1951
Lapväärtti,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Lapv%C3%A4%C3%A4rtti.vaakuna.svg/75px-Lapv%C3%A4%C3%A4rtti.vaakuna.svg.png,"Punaisessa kentässä kultainen lyhde ja hopeinen, aaltokoroinen tyviö, jossa punainen, aaltokoroinen hirsi.",Gustaf von Numers,25. marraskuuta 1960
Lauritsala,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Lauritsala.vaakuna.svg/75px-Lauritsala.vaakuna.svg.png,Hopeakilvessä punainen varppivene.,J. Hänninen,5. elokuuta 1952
Lavia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Lavia.vaakuna.svg/75px-Lavia.vaakuna.svg.png,Sini-hopeakatkoinen kilpi.,Ahti Hammar,15. maaliskuuta 1955
Lehtimäki,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Lehtim%C3%A4ki.vaakuna.svg/75px-Lehtim%C3%A4ki.vaakuna.svg.png,"Sinisessä kentässä kolmoisvuori, josta nousee viisilehtinen oksa, kaikki kultaa.",Antti Salmenlinna,18. helmikuuta 1959
Leivonmäki,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Leivonm%C3%A4ki.vaakuna.svg/75px-Leivonm%C3%A4ki.vaakuna.svg.png,"Punaisessa kentässä hopeinen kaarityviö, jolla seisoo kultainen leivonen siivet ja oikea jalka koholla.",Olof Eriksson,1. lokakuuta 1956
Lemu,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Lemun_vaakuna.svg/75px-Lemun_vaakuna.svg.png,"Punaisessa kentässä alainen nelipuolainen pyörä, josta nousee apilaristi; kaikki hopeaa.",Kaj Kajander,11. lokakuuta 1966
Liljendal,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Liljendal.vaakuna.svg/120px-Liljendal.vaakuna.svg.png,"Kilpi sini-hopeakatkoinen, yläkentässä kaksi hopeista siipeä, alakentässä kolme sinistä liljaa asetettuina 2 + 1.",Gustaf L. Backman,14. syyskuuta 1954
Lohja,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Lohja.vaakuna.1951.svg/75px-Lohja.vaakuna.1951.svg.png,"Sinisessä kentässä kolme hopeista, hopeapunailiekkistä masuunia vieretysten, tyvessä hopeinen punavaruksinen lohi.",Ahti Hammar,12. joulukuuta 1951
Lohjan kunta,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Lohja.vaakuna.svg/75px-Lohja.vaakuna.svg.png,Sinisessä kentässä hopeinen halstari paaluttain; sen varren kummallakin puolella saatteena kultainen pähkinäterttu.,Olof Eriksson,31. joulukuuta 1951
Lohtaja,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Lohtaja.vaakuna.svg/75px-Lohtaja.vaakuna.svg.png,"Sinisessä kentässä aaltokoroinen hopeakärki, jossa punainen, puna-kultaliekkinen masuuni.",Gustaf von Numers,17. toukokuuta 1951
Loimaa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Loimaa.vaakuna.1952.svg/75px-Loimaa.vaakuna.1952.svg.png,Sinisessä kilvessä palkeittain puupuntari; saatteena sen molemmin puolin paaluittainen tähkä; kaikki kultaa.,Eino Vuori,8. elokuuta 1952
Loimaan kunta,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Loimaa.vaakuna.svg/120px-Loimaa.vaakuna.svg.png,"Sinisessä kentässä paaluittan vehnäntähkä, jossa kaksi lehteä, saatteena neljä apilaristiä asetettuina 2 + 2; kaikki kultaa.",Aake Kaarnama,12. toukokuuta 1952
Lokalahti,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Lokalahti_vaakuna.svg/75px-Lokalahti_vaakuna.svg.png,"Puna-hopeakatkoinen kilpi; yläkentässä hopeinen, mustajalkainen, lentävä lokki; alakentässä reunoihin ulottuva punainen verkko.",Ahti Hammar,12. helmikuuta 1963
Luopioinen,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Luopioinen.vaakuna.svg/120px-Luopioinen.vaakuna.svg.png,"Sinisessä kentässä hopeinen, kultaemiöinen lumpeenkukka.",Gustaf von Numers,2. marraskuuta 1960
Luvia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Luvia.vaakuna.svg/120px-Luvia.vaakuna.svg.png,"Sinisessä kentässä kultainen, kolmimastoinen kuunarilaiva.",Heikki Hermonen,15. helmikuuta 1954
Längelmäki,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/L%C3%A4ngelm%C3%A4ki.vaakuna.svg/120px-L%C3%A4ngelm%C3%A4ki.vaakuna.svg.png,"Punaisessa kentässä vesiratas ja sen yläpuolella lakio; molemmat hopeaa; lakiossa kolme sinistä, viisilehtistä kukkaa.",Ahti Hammar,1. helmikuuta 1952
Maalahti,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Maalahti.vaakuna.1982.svg/120px-Maalahti.vaakuna.1982.svg.png,Sinisessä kentässä kaksi vastapielestä ulkonevaa saranarautaa; kaikki hopeaa.,Gustaf von Numers,4. helmikuuta 1965
Maaninka,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Maaninka.vaakuna.svg/75px-Maaninka.vaakuna.svg.png,"Mustassa kentässä kultapalkki, jossa kolme mustaa, punavaruksista, seisovaa sorsaa hirsittäin.",Gustaf von Numers,12. joulukuuta 1952
Maaria,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Maaria.vaakuna.svg/120px-Maaria.vaakuna.svg.png,"Punaisessa kentässä rukoukseen polvistunut Neitsyt Maria, saatteena kummallakin puolellaan Marian monogrammi; kaikki kultaa.",Ahti Hammar,1. lokakuuta 1956
Maarianhamina,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Mariehamn_coat_of_arms_1881.svg/75px-Mariehamn_coat_of_arms_1881.svg.png,"Katkoisen kilven sinisessä yläkentässä keisarinkruunulla varustettu kultainen M-kirjain. Hopeanvärisessä alakentässä luonnonvärinen, kaulanauhalla varustettu hirvi. Kilvenreunus katkoinen, yläosa hopeanvärinen, alaosa sininen.",,14. toukokuuta 1881
Maksamaa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/V%C3%B6yri-Maksamaa.vaakuna.svg/75px-V%C3%B6yri-Maksamaa.vaakuna.svg.png,Sinisessä kentässä vedenhaltia pitäen oikeassa kädessään kalaa ja vasemmassa apilanlehteä; kaikki hopeaa.,Gustaf von Numers,19. kesäkuuta 1954
Masku,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Masku.vaakuna.svg/75px-Masku.vaakuna.svg.png,"Punaisessa kentässä viisi kultaista haavanlehteä, asetettuina 1 + 3 + 1.",Ahti Hammar,23. joulukuuta 1964
Mellilä,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Mellil%C3%A4.vaakuna.svg/75px-Mellil%C3%A4.vaakuna.svg.png,"Vihreässä kentässä neljä kultatähkää, jotka yhtyvät varsistaan ristiksi.",Kaj Kajander,11. heinäkuuta 1969
Merimasku,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Merimasku.vaakuna.svg/75px-Merimasku.vaakuna.svg.png,Hopeakentässä tyvestä nouseva punainen pohjoisviitta (reimari).,Olof Eriksson,16. toukokuuta 1962
Metsämaa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Mets%C3%A4maa.vaakuna.svg/120px-Mets%C3%A4maa.vaakuna.svg.png,Punaisessa kentässä yläreunaltaan kuusikoroinen hopeahirsi.,Kaj Kajander,3. huhtikuuta 1964
Mietoinen,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Myn%C3%A4m%C3%A4ki.vaakuna.svg/120px-Myn%C3%A4m%C3%A4ki.vaakuna.svg.png,Punaisessa kentässä kolme kultaista sulkakynää paaluittain.,Gustaf von Numers,16. lokakuuta 1961
Mikkeli,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Mikkeli_vaakuna_1842.jpg/75px-Mikkeli_vaakuna_1842.jpg,,,24. helmikuuta 1842
Mikkeli,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Mikkeli_vaakuna_1922.jpg/75px-Mikkeli_vaakuna_1922.jpg,,,25. elokuuta 1922
Mikkelin maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Mikkelin_mlk.vaakuna.svg/120px-Mikkelin_mlk.vaakuna.svg.png,"Kilpi aaltokoroinen, musta-kulta-katkoinen. Yläkentässä jännitetty käsijousi nuolineen; kaikki kultaa, paitsi jousen jänne sekä nuolen kärki ja sulitettu pyrstö hopeaa. Alakentässä musta orsivaaka.",Tauno Häkli,24. heinäkuuta 1950
Mouhijärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Mouhij%C3%A4rvi.vaakuna.svg/75px-Mouhij%C3%A4rvi.vaakuna.svg.png,"Sinisessä kentässä alainen hammaskoroinen kaksikärkinen hirsi, jonka yläpuolella saatteena naulakantainen apilaristi, molemmat kultaa.",Gustaf von Numers,5. kesäkuuta 1957
Munsala,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Munsala.vaakuna.svg/120px-Munsala.vaakuna.svg.png,Sinisessä kentässä kultainen alainen hirsi ja sen yläpuolella kaksi lentävää hopeajoutsenta.,Gustaf von Numers,4. marraskuuta 1965
Mustasaari,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Mustasaari.vaakuna.1960.svg/75px-Mustasaari.vaakuna.1960.svg.png,"Punaisessa kentässä risti, jonka kolme ylintä sakaraa kapenevat keskustaa kohti ja ovat suippokärkisiä alimmaisen muodostaessa alaspäin levenevän, kolmoisvuorella seisovan paalun; ristin sakaroiden päälikkeenä rengas; kaikki hopeaa paitsi kolmoisvuori kultaa.",Gustaf von Numers,2. marraskuuta 1960
Muurla,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Muurla.vaakuna.svg/120px-Muurla.vaakuna.svg.png,"Punaisessa kentässä vesirattaan puolikas, josta kasvaa lilja, kaikki kultaa.",Olof Eriksson,1. kesäkuuta 1960
Muuruvesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Muuruvesi.vaakuna.svg/120px-Muuruvesi.vaakuna.svg.png,Vihreässä kentässä kaksi vasemmalta esiintyöntyvää kultaista uittohaan terää.,Kaj Kajander,18. huhtikuuta 1963
Mynämäki,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Myn%C3%A4m%C3%A4ki.vaakuna.2006.svg/75px-Myn%C3%A4m%C3%A4ki.vaakuna.2006.svg.png,"Hopeakentässä punainen kärki, jossa kultainen nouseva apilaristi.",Olof Eriksson,24. maaliskuuta 1960
Mänttä,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/M%C3%A4ntt%C3%A4.vaakuna.svg/75px-M%C3%A4ntt%C3%A4.vaakuna.svg.png,"Punaisessa hopeisilla lipukkeilla sirotellussa kentässä hopeinen sinivaruksinen ilves pystyssä, ilveksen korvatöyhdöt mustat.",Olof Eriksson,25. lokakuuta 1950
Naantalin maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Naantalin_mlk.vaakuna.svg/75px-Naantalin_mlk.vaakuna.svg.png,"Mustassa kentässä kultainen, ulkoreunaltaan liekkikoroinen vihkiristi.",Ahti Hammar,24. marraskuuta 1958
Nastola,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Nastola.vaakuna.svg/75px-Nastola.vaakuna.svg.png,"Punaisessa kilvessä hopeinen, naulakantainen ankkuriristi.",Kimmo Kara,23. huhtikuuta 1954
Nauvo,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Nagu.vapen.Nauvo.vaakuna.svg/75px-Nagu.vapen.Nauvo.vaakuna.svg.png,"Punaisessa kentässä hopeinen, kultakruunuinen ankkuri.",Gustaf von Numers,29. syyskuuta 1958
Nilsiä,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Nilsi%C3%A4.vaakuna.svg/120px-Nilsi%C3%A4.vaakuna.svg.png,Mustassa kentässä kultainen havuristi.,Olof Eriksson,29. joulukuuta 1953
Noormarkku,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Noormarkku.vaakuna.svg/75px-Noormarkku.vaakuna.svg.png,Kultakentässä mustalla alasimella istuva punainen orava.,Ahti Hammar,2. marraskuuta 1956
Nuijamaa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Nuijamaa.vaakuna.svg/120px-Nuijamaa.vaakuna.svg.png,"Hopeakentässä esiin työntyvä, kultakyntinen, musta karhun kämmen, joka pitää punaista nuijaa.",Gustaf von Numers,24. maaliskuuta 1960
Nummi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Nummi-Pusula.vaakuna.svg/75px-Nummi-Pusula.vaakuna.svg.png,Sinisessä kentässä hopeinen putkilukko.,Gustaf von Numers,1. lokakuuta 1956
Nurmeksen maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Nurmeksen_mlk.vaakuna.svg/75px-Nurmeksen_mlk.vaakuna.svg.png,"Puna-mustahalkoisessa kilvessä hopeamänty, jossa kaksi kultakäpyä.",Olof Eriksson,20. huhtikuuta 1953
Nurmo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Nurmo.vaakuna.svg/120px-Nurmo.vaakuna.svg.png,"Vihreässä kentässä alasin, saatteena sen ympärillä neljä kulkusta, asetettuina 1 + 2 + 1; kaikki hopeaa.",Ahti Hammar,15. helmikuuta 1955
Oravainen,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Oravainen.vaakuna.svg/75px-Oravainen.vaakuna.svg.png,"Sinisessä kentässä palkeittain asetettu hopeinen väkivasara, saateena sen kummallakin puolella hopeinen kultaliekkinen kranaatti.",Gustaf von Numers,14. syyskuuta 1954
Oulujoki,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Oulujoki.vaakuna.svg/75px-Oulujoki.vaakuna.svg.png,"Sinisessä kentässä reunoihin ulottuva verkko, jonka päällikkeenä aaltokoroinen hirsi; kaikki hopeaa.",Olof Eriksson,5. elokuuta 1952
Oulunsalo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Oulunsalo.vaakuna.svg/120px-Oulunsalo.vaakuna.svg.png,"Sinisessä kentässä hopeinen, kultavaruksinen, seisova kuovi, siivet koholla.",Gustaf von Numers,1. lokakuuta 1968
Paattinen,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Paattinen.vaakuna.svg/120px-Paattinen.vaakuna.svg.png,"Kultakentässä esiintyöntyvä, musta veneenkeula, jonka kokkapuulla seisoo siivet koholla musta, punavaruksinen varis.",Ahti Hammar,10. syyskuuta 1958
Paavola,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Paavola.vaakuna.svg/75px-Paavola.vaakuna.svg.png,"Sinisessä kentässä kaksi hopeista, yläreunaltaan sahakoroista ja alareunaltaan aaltokoroista hirttä.",Olof Eriksson,4. syyskuuta 1967
Parainen,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Parainen_vaakuna.svg/75px-Parainen_vaakuna.svg.png,"Punaisessa kentässä paaluittainen, siivekäs vuorimoukari, jonka varren alaosa muodostaa ankkurinperän ja sen kourat, kaikki kultaa.",Gustaf von Numers,26. kesäkuuta 1961
Paraisten maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Paraisten_mlk.vaakuna.svg/75px-Paraisten_mlk.vaakuna.svg.png,"Punaisessa kentässä nouseva, reunoihin ulottuva, porttiholvilla varustettu muuri, jonka yläpuolella kolme simpukkaa; kaikki kultaa.",Gustaf von Numers,12. joulukuuta 1952
Parikkala,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Parikkala.vaakuna.1956.svg/75px-Parikkala.vaakuna.1956.svg.png,"Mustassa kentässä uiva punavaruksinen hopeasiika, saatteena kolme hopeista pykäläristiä, kaksi siian ylä- ja yksi alapuolella.",Aarno KarimojaAhti Hammar,14. marraskuuta 1956
Pattijoki,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Pattijoki.vaakuna.svg/75px-Pattijoki.vaakuna.svg.png,"Hopeakentässä sininen palkki, jossa kultainen kauran röyhy.",Gustaf von Numers,15. helmikuuta 1968
Pernaja,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Pernaja.vaakuna.svg/75px-Pernaja.vaakuna.svg.png,"Hopeakentässä lakio ja vinoristi, molemmat punaiset, lakiossa kaksi aurankärkeä ja niiden välissä kuusisakarainen tähti; kaikki hopeaa.",Gustaf von Numers,8. elokuuta 1952
Perniö,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Perni%C3%B6.vaakuna.svg/120px-Perni%C3%B6.vaakuna.svg.png,"Punaisessa kentässä kaateinen auranterä, josta kasvaa viisi lehmuksen lehteä; kaikki kultaa.",Ahti Hammar,22. lokakuuta 1957
Pertteli,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Pertteli.vaakuna.svg/120px-Pertteli.vaakuna.svg.png,"Mustassa kentässä hopeinen P. Pärttyli, oikeassa kädessään punavartinen kultaveitsi, vasemmassa kultakirja, jonka kannessa punainen risti; sädekehä kultaa.",Gustaf von Numers,12. syyskuuta 1957
Pertunmaa,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Pertunmaa.vaakuna.svg/75px-Pertunmaa.vaakuna.svg.png,"Punaisessa kentässä kultainen liekki, jossa musta tähkä.",Tapio Vallioja,1. heinäkuuta 1965
